RecordNumber,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Cannabis,Nicotine,Amphet,Amyl,Benzos,Cocaine,Crack,Ecstasy,Heroin,Ketamine,LSD,Meth,Mushrooms,Semeron,VolatileSubstance
1254,0.49788,0,0.45468,0.96082,-0.31685,-0.34799,-1.23177,-1.97495,0.28783,-0.27607,-1.37983,-1.18084,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,0.49788,0,0.45468,0.96082,-0.31685,-1.05308,-0.57545,-0.01928,-1.34289,0.58489,0.88113,0.40148,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,-0.07854,0,1.16365,0.96082,-0.31685,1.49158,-1.23177,-0.71727,-0.91699,-0.00665,-0.71126,-0.52593,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,-0.07854,0,1.98437,0.96082,-0.31685,-0.92104,0.80523,-0.58331,-0.60633,-0.00665,-1.37983,-0.84637,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,-0.07854,0,-0.61113,0.96082,-0.31685,1.49158,-0.57545,1.06238,1.11406,-0.78155,1.86203,0.07987,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,-0.07854,0,-0.05921,0.96082,-0.31685,-0.34799,-0.80615,-1.11902,0.59042,-0.00665,0.52975,0.40148,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,0.49788,0,-1.7379,0.96082,-0.31685,-0.79151,0.00332,-1.11902,-0.30172,0.25953,0.19268,-0.21575,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,0.49788,0,-0.05921,0.96082,-0.31685,0.13606,-1.09207,-0.45174,0.59042,0.25953,-1.37983,-2.07848,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,0.49788,0,-0.61113,-0.28519,-0.31685,1.72012,-0.94779,-1.82919,0.76096,-1.0145,0.19268,-2.07848,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,-0.95197,0,-0.61113,-0.57009,-0.31685,-0.34799,0.47617,-0.17779,-0.91699,1.30612,-0.21712,0.07987,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,-0.07854,1,1.16365,0.96082,-0.31685,-0.92104,-1.23177,-0.17779,-0.76096,0.12331,-0.21712,-0.21575,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,-0.07854,0,0.45468,0.96082,-0.31685,0.04257,0.80523,-1.68062,-1.34289,0.58489,-0.71126,-0.52593,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,-0.95197,1,-0.61113,-0.57009,-0.31685,-1.32828,-0.30033,0.14143,1.2861,1.13407,0.19268,-0.21575,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,-0.07854,0,0.45468,0.96082,-0.31685,1.8399,-0.80615,1.24033,-1.6209,-1.13788,0.88113,0.40148,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,-0.95197,0,0.45468,0.96082,-0.31685,0.04257,1.58487,-0.71727,0.76096,1.30612,0.19268,-0.52593,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,-0.95197,0,0.45468,0.96082,-1.10702,0.13606,0.00332,-0.45174,-0.76096,0.7583,0.19268,-0.21575,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,-0.95197,0,0.45468,0.96082,-0.31685,0.41667,-0.57545,-0.97631,-0.15487,1.46191,-1.37983,-2.07848,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,-0.07854,0,1.16365,0.96082,-0.31685,0.31287,-0.57545,0.14143,0.59042,2.04506,-0.21712,0.07987,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,-0.07854,0,1.16365,0.96082,-0.31685,0.62967,0.32197,-0.45174,1.45039,0.93949,-1.37983,-0.52593,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,-0.07854,0,0.45468,0.96082,-0.31685,-1.1943,0.80523,-0.97631,-0.45321,0.58489,-0.71126,-1.18084,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1386,-0.95197,0,-0.61113,0.96082,-0.31685,-0.24649,-0.43999,-0.31776,-0.01729,0.58489,-1.37983,-1.18084,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,-0.07854,0,1.16365,0.96082,-0.31685,0.73545,0.00332,0.14143,0.76096,1.46191,-1.37983,-0.52593,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,-0.07854,0,1.16365,0.96082,-0.31685,1.72012,-0.43999,-1.27553,1.45039,-0.89891,-1.37983,-1.54858,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,-0.07854,0,0.45468,0.96082,-0.31685,0.82562,-0.80615,-0.58331,-0.45321,-0.27607,-0.71126,-0.52593,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,-0.07854,0,0.45468,0.96082,-0.31685,0.62967,0.16767,0.14143,1.2861,0.41594,-0.71126,-1.18084,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,-0.07854,0,0.45468,0.96082,-0.31685,0.41667,0.00332,-1.11902,0.13136,0.58489,-1.37983,-0.84637,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,-0.95197,0,0.45468,0.96082,-0.31685,-2.42317,0.16767,-1.82919,2.75696,-0.89891,-2.55524,-0.84637,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,-0.07854,0,0.45468,0.96082,-0.31685,0.22393,-0.57545,-1.55521,0.43852,-1.38502,-1.37983,-0.84637,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,-0.07854,1,1.16365,0.96082,-0.31685,1.37297,-1.23177,-0.58331,0.43852,-1.25773,0.88113,0.7654,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1411,-0.07854,0,0.45468,0.96082,-0.31685,-0.58016,-0.43999,0.58331,1.45039,1.30612,-0.71126,-1.18084,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,-0.95197,1,-0.61113,-0.57009,-0.31685,-0.24649,1.45421,1.43533,-0.60633,-0.14277,0.88113,1.2247,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1434,-0.07854,0,1.16365,0.96082,-0.22166,0.31287,-0.94779,-0.58331,2.75696,1.46191,-1.37983,-1.18084,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,-0.07854,0,1.16365,0.96082,-0.31685,0.41667,-1.37639,-1.11902,0.59042,0.25953,-1.37983,-2.07848,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,1.82213,0,-0.05921,0.96082,-0.31685,-0.79151,-0.57545,0.29338,0.28783,-1.13788,1.86203,0.40148,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,0.49788,0,1.16365,0.96082,-0.31685,-0.14882,0.00332,-0.84732,0.76096,0.41594,-1.37983,-1.18084,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,1.09449,0,1.16365,0.96082,-0.31685,-1.1943,-0.15487,0.14143,1.45039,1.30612,-0.71126,-1.18084,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,-0.07854,0,1.16365,0.96082,-0.31685,1.02119,-0.94779,-0.71727,1.2861,0.93949,-1.37983,-1.54858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,0.49788,0,1.16365,0.96082,-0.31685,-0.67825,-0.43999,-1.11902,1.81866,0.93949,-0.71126,-0.84637,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,1.09449,0,1.16365,0.96082,-0.31685,-1.43907,0.16767,0.29338,0.94156,1.13407,-1.37983,-1.18084,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,-0.07854,0,1.16365,0.96082,-0.31685,-0.67825,0.96248,0.29338,1.11406,2.04506,0.19268,-0.84637,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,-0.07854,0,1.16365,0.96082,-0.31685,0.04257,0.63779,-1.11902,-0.60633,1.81175,-0.21712,0.07987,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,-0.07854,0,0.45468,-0.57009,-1.10702,-1.1943,1.45421,0.58331,1.2861,1.63088,0.52975,0.7654,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,-0.95197,0,0.45468,0.96082,-0.31685,0.31287,0.16767,-1.55521,0.43852,1.13407,-1.37983,-1.18084,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,1.09449,0,1.16365,0.96082,-0.31685,-2.05048,0.63779,0.14143,1.45039,1.63088,-0.71126,-0.84637,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,-0.07854,0,0.45468,0.96082,-0.31685,-1.32828,-0.57545,-0.17779,0.43852,1.13407,-0.71126,-0.52593,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,1.82213,1,1.16365,0.96082,-0.31685,0.13606,0.63779,0.88309,0.28783,-0.78155,-0.71126,-1.18084,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,-0.07854,0,1.16365,0.96082,-0.31685,-0.14882,-0.80615,-1.27553,1.2861,0.12331,-1.37983,-0.52593,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,-0.95197,0,0.45468,0.96082,-0.31685,0.31287,0.00332,-0.01928,0.76096,-0.27607,-1.37983,-1.18084,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,2.59171,1,0.45468,0.96082,-0.31685,-1.86962,-0.15487,-0.58331,2.46262,0.41594,-1.37983,-2.07848,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,-0.07854,0,1.98437,0.96082,-0.31685,-1.05308,1.45421,-0.84732,0.94156,0.58489,-0.71126,-0.52593,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,-0.07854,0,0.45468,0.96082,-0.31685,-0.05188,-0.30033,-1.27553,-0.01729,0.7583,-0.71126,-1.18084,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1534,-0.95197,1,-0.61113,-0.57009,0.1144,-0.92104,1.2861,-0.45174,-0.60633,-0.00665,0.88113,1.2247,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,-0.95197,0,-0.61113,-0.57009,0.1144,0.04257,1.74091,-0.58331,-0.45321,2.33337,0.88113,1.92173,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546,-0.95197,0,-0.61113,-0.57009,-0.31685,1.02119,-0.94779,0.88309,0.13136,-0.14277,-0.71126,0.40148,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,-0.07854,1,0.45468,0.96082,-0.31685,-1.1943,-0.57545,-1.68062,0.28783,1.30612,-1.37983,-0.84637,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,-0.07854,0,1.16365,0.96082,-0.31685,-0.67825,-0.94779,0.58331,0.28783,1.30612,-0.71126,-0.84637,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,1.82213,0,-0.05921,0.96082,-0.31685,0.41667,-1.50796,-1.82919,-0.91699,-0.40581,-1.37983,-2.07848,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,1.09449,0,-0.05921,0.96082,-0.31685,-0.58016,-0.57545,-1.27553,0.94156,0.93949,-1.37983,-2.07848,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,-0.07854,1,1.16365,0.96082,-0.31685,-1.55078,1.11406,-0.01928,-0.01729,1.46191,0.19268,0.07987,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,-0.07854,0,-0.61113,0.96082,-0.31685,-1.32828,1.58487,-0.58331,1.61108,1.13407,0.19268,-0.21575,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1559,1.82213,0,0.45468,0.96082,-0.31685,-1.86962,1.58487,0.44585,0.76096,1.63088,0.19268,-0.52593,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,-0.95197,0,0.45468,0.96082,-0.22166,-0.92104,-0.15487,-0.84732,-0.76096,1.30612,-0.71126,-0.21575,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,-0.07854,0,1.16365,0.96082,-0.50212,0.73545,0.16767,-0.71727,-0.91699,1.13407,-1.37983,-0.84637,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,1.09449,0,-2.43591,0.96082,-0.31685,0.22393,-0.30033,-1.27553,-0.60633,-0.27607,-0.21712,-0.52593,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,0.49788,0,0.45468,0.96082,-0.31685,-0.05188,1.74091,-2.8595,-0.76096,2.63199,-1.37983,-1.54858,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,0.49788,0,-0.05921,0.96082,-0.31685,0.82562,0.80523,0.29338,1.2861,0.25953,-1.37983,-1.18084,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,0.49788,1,1.16365,0.96082,-0.31685,-1.55078,0.80523,1.24033,1.81866,-0.00665,0.19268,-0.21575,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,-0.07854,1,0.45468,0.96082,-0.31685,-0.05188,0.47617,-1.11902,-0.76096,-0.27607,-1.37983,-0.84637,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,1.09449,1,-0.05921,0.96082,-0.31685,-0.79151,-0.43999,-0.01928,1.81866,0.7583,-0.71126,-0.52593,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1573,-0.95197,0,-0.61113,0.96082,-0.31685,-0.58016,-0.30033,-0.84732,0.59042,0.58489,-0.71126,-1.54858,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,-0.07854,0,1.16365,0.96082,-0.31685,0.31287,0.00332,-0.31776,0.59042,0.41594,0.19268,0.7654,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1576,0.49788,0,0.45468,0.96082,-0.31685,-0.05188,0.96248,-1.11902,0.94156,1.63088,-1.37983,-2.07848,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1577,0.49788,0,-0.61113,0.96082,-0.31685,-0.24649,0.16767,-1.82919,-0.45321,0.41594,-1.37983,-0.52593,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,-0.07854,0,1.16365,0.96082,-0.31685,-0.24649,0.80523,-0.58331,1.45039,0.93949,0.19268,-0.84637,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1579,1.09449,0,0.45468,0.96082,-0.31685,-1.05308,-0.15487,-1.11902,-0.45321,0.58489,-1.37983,-0.84637,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581,0.49788,0,-1.7379,0.96082,-0.31685,-0.46725,0.16767,-0.45174,1.2861,0.58489,-1.37983,-0.52593,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1585,0.49788,0,1.16365,0.96082,-0.31685,0.73545,2.32338,0.14143,1.81866,0.12331,0.19268,0.7654,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,0.49788,0,-0.05921,0.96082,-0.31685,-0.34799,0.80523,-1.68062,-0.60633,0.41594,-0.21712,-0.21575,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,0.49788,1,-1.7379,0.96082,-0.31685,-1.32828,2.127,-0.58331,-0.60633,0.12331,-0.21712,-0.21575,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,0.49788,0,0.45468,0.96082,-0.31685,0.82562,-0.69509,-0.84732,1.45039,1.13407,-0.21712,0.40148,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,1.09449,0,-0.05921,0.96082,-0.31685,-2.05048,0.80523,-0.97631,2.75696,1.13407,-1.37983,-2.07848,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,-0.07854,0,0.45468,0.96082,-0.31685,-0.24649,1.11406,-0.45174,-0.15487,0.41594,-0.71126,-0.84637,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,-0.07854,0,1.16365,0.96082,-0.31685,-0.79151,1.2861,-1.82919,0.13136,0.7583,-0.71126,-0.84637,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,-0.07854,0,-0.05921,0.96082,-0.31685,-0.67825,0.96248,-1.11902,-0.15487,0.58489,0.19268,-0.21575,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,-0.07854,1,1.16365,0.96082,-0.31685,0.13606,0.63779,0.14143,-0.91699,1.63088,-0.71126,-1.54858,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,1.82213,0,1.16365,0.96082,-0.31685,0.31287,0.47617,1.06238,-0.30172,-0.78155,0.52975,0.7654,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,0.49788,0,1.16365,0.96082,-0.31685,-0.79151,0.32197,-0.01928,-0.15487,1.13407,-0.21712,-0.21575,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,-0.07854,0,0.45468,0.96082,-0.31685,-0.34799,-0.43999,-1.42424,1.11406,0.93949,-1.37983,-1.54858,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,1.82213,1,-0.05921,0.96082,-0.31685,0.62967,-1.50796,-1.55521,0.76096,-0.40581,0.19268,-0.21575,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,1.09449,1,-0.05921,0.96082,-0.31685,0.13606,0.00332,-0.45174,-0.60633,0.7583,-0.21712,0.40148,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1621,-0.07854,1,0.45468,0.96082,-1.10702,1.37297,-0.30033,-0.97631,-0.30172,-0.27607,0.19268,-0.52593,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,0.49788,1,-0.05921,0.96082,-0.31685,-1.55078,-0.15487,0.58331,0.43852,1.13407,0.19268,-0.21575,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,0.49788,0,-0.05921,0.96082,-0.31685,-0.79151,0.32197,-1.27553,0.76096,0.7583,-1.37983,-1.18084,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,-0.07854,0,-0.05921,0.96082,-0.31685,-1.43907,0.63779,-1.42424,0.59042,0.58489,-1.37983,-1.18084,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1629,-0.07854,0,1.16365,0.96082,-0.31685,0.62967,0.00332,-0.01928,0.76096,-0.00665,-1.37983,-0.52593,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,0.49788,0,0.45468,0.96082,-0.31685,-0.14882,0.47617,0.88309,-1.07533,-1.0145,0.19268,0.40148,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,1.09449,0,-0.05921,0.96082,-1.10702,-0.34799,0.32197,-0.84732,-0.30172,0.41594,0.88113,0.40148,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,-0.95197,0,-1.22751,0.96082,-0.31685,0.04257,-1.37639,-1.27553,-0.01729,-0.00665,-1.37983,-2.07848,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,1.82213,1,-2.43591,0.96082,-0.31685,-1.43907,0.00332,-1.68062,0.43852,0.58489,-0.71126,-0.52593,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,-0.07854,0,1.16365,0.96082,-0.31685,-1.69163,0.47617,-1.42424,-0.30172,1.13407,-1.37983,-0.84637,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,1.09449,0,-0.05921,0.96082,-0.31685,0.04257,-0.80615,-0.01928,0.43852,-0.14277,-0.71126,-0.84637,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1647,0.49788,1,-0.05921,0.96082,-0.31685,0.04257,-0.94779,0.14143,0.94156,0.58489,-1.37983,-1.54858,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,-0.07854,0,1.16365,0.96082,-0.31685,-0.67825,0.47617,-0.17779,0.76096,1.46191,-0.21712,-0.52593,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,-0.07854,0,0.45468,0.96082,-0.31685,-0.14882,-0.30033,-0.84732,-0.30172,1.46191,-0.71126,-0.21575,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1654,-0.07854,0,1.98437,0.96082,-0.31685,-0.79151,0.96248,-0.31776,1.81866,1.46191,-0.71126,0.07987,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,1.82213,1,-1.7379,0.96082,-0.31685,0.31287,-0.30033,-0.71727,-1.6209,0.41594,-0.21712,-1.18084,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1657,-0.95197,0,0.45468,0.96082,-0.31685,1.72012,-1.23177,-0.71727,-0.60633,0.12331,-1.37983,0.40148,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,1.09449,0,0.45468,0.96082,-0.31685,-2.21844,0.63779,0.29338,0.13136,0.41594,-1.37983,-0.84637,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,-0.07854,0,0.45468,0.96082,-0.31685,-0.58016,0.47617,-0.71727,2.03972,0.93949,0.19268,-0.21575,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,0.49788,0,0.45468,-0.09765,-0.31685,-1.1943,-0.57545,-0.71727,0.43852,0.93949,0.88113,0.7654,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,1.09449,1,0.45468,0.96082,-0.31685,0.62967,-0.80615,-1.82919,-1.07533,0.12331,-0.71126,-0.84637,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1672,1.82213,1,0.45468,0.96082,-0.31685,0.62967,-0.43999,1.24033,0.94156,-1.13788,-0.71126,-0.21575,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1679,1.09449,0,-0.05921,0.96082,-0.31685,-0.24649,0.80523,-1.68062,1.2861,1.13407,-0.71126,-1.54858,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,-0.95197,0,0.45468,0.96082,-0.31685,0.13606,0.63779,-0.01928,-2.21844,1.63088,0.19268,0.40148,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1681,-0.95197,0,0.45468,0.96082,-0.31685,-0.05188,1.2861,-0.71727,0.43852,0.41594,-0.71126,-0.52593,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1687,0.49788,0,-0.05921,0.96082,-0.31685,-1.05308,0.63779,-0.45174,0.59042,0.58489,-0.21712,-0.21575,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,-0.07854,0,1.98437,0.96082,-0.31685,-1.43907,0.80523,-0.01928,2.46262,-0.27607,-0.21712,-0.21575,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,-0.07854,0,0.45468,0.96082,-0.31685,-0.46725,0.80523,-0.97631,1.45039,1.13407,-1.37983,-1.18084,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,0.49788,1,-0.05921,0.96082,-0.31685,-0.46725,0.63779,-0.17779,-0.15487,-0.65253,0.88113,-0.21575,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1703,-0.07854,0,-0.05921,0.96082,-0.31685,-0.58016,0.47617,-1.97495,0.28783,0.93949,-0.71126,-0.84637,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,-0.95197,1,0.45468,0.96082,-0.31685,-0.92104,0.32197,-1.42424,-0.60633,1.81175,-0.21712,0.07987,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,-0.95197,0,-0.05921,0.96082,-0.31685,-0.46725,0.80523,-0.58331,0.94156,-0.14277,0.52975,-0.84637,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,0.49788,0,0.45468,0.96082,-0.31685,-0.46725,0.96248,-0.84732,0.28783,1.13407,0.19268,-0.21575,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,1.09449,0,0.45468,0.96082,-0.31685,-1.05308,1.2861,-0.84732,0.94156,-0.14277,-0.21712,-0.52593,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,0.49788,0,-1.22751,0.96082,-0.31685,-0.79151,-0.80615,0.7233,-0.91699,0.25953,-0.71126,-0.21575,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,1.09449,0,-1.7379,0.96082,-0.31685,-0.05188,-0.30033,-1.68062,1.2861,1.46191,-1.37983,-1.18084,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,0.49788,0,1.16365,0.96082,0.1144,0.41667,-0.80615,1.06238,0.76096,0.58489,-0.71126,-0.21575,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,1.09449,1,-0.05921,0.96082,-0.31685,-1.1943,0.32197,-0.45174,-0.91699,0.12331,-0.21712,-0.52593,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1722,-0.07854,0,-1.22751,0.96082,-0.31685,-0.46725,0.16767,-2.63199,0.59042,1.13407,0.52975,-0.84637,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,1.82213,1,-0.05921,0.96082,-0.31685,-2.05048,-0.15487,-1.42424,0.59042,0.41594,-0.21712,-0.84637,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,1.09449,0,-0.05921,0.96082,-0.31685,-1.32828,0.16767,-0.58331,0.28783,0.58489,-1.37983,-0.84637,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,-0.07854,0,-1.7379,0.96082,-0.31685,-1.1943,-1.23177,-2.21069,1.81866,0.58489,-2.55524,-2.07848,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,-0.95197,0,-1.7379,0.96082,-0.31685,-1.69163,0.32197,-1.82919,1.81866,0.7583,-0.21712,-1.18084,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,1.09449,1,1.16365,0.96082,-0.31685,-0.79151,-0.94779,-0.45174,-0.45321,-0.40581,-0.21712,-0.52593,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1734,1.09449,1,-0.05921,0.96082,-0.31685,-0.92104,-0.30033,-1.55521,-0.01729,0.12331,-1.37983,-1.54858,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,1.09449,0,-0.05921,0.96082,-0.31685,-1.05308,0.80523,-0.58331,0.94156,1.46191,0.19268,0.07987,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1737,0.49788,1,-0.05921,0.96082,-0.31685,-1.43907,0.96248,0.29338,1.2861,0.25953,-0.71126,0.7654,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,1.09449,1,-0.05921,0.96082,-0.31685,-1.32828,-0.30033,-0.17779,0.43852,-0.00665,-0.21712,-0.52593,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,0.49788,0,1.16365,0.96082,-0.31685,-0.58016,0.47617,-0.58331,-0.30172,0.93949,-0.21712,-0.84637,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,1.82213,0,-0.61113,0.96082,-0.31685,-0.46725,-0.94779,-1.42424,0.43852,-0.00665,-0.71126,-0.52593,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,-0.07854,1,0.45468,0.96082,-0.31685,-0.67825,0.96248,-0.71727,2.03972,1.13407,0.52975,-0.52593,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
